"Input Type (Text, audio, text+audio)",Expected Text,Expected Text Audio,"Level (N1,N2,N3)",¿Expected answer? (Yes/No),Date,Text Input,Transcribed Audio Text,ASR time,WER,RAG Answer,Procedure,RAG Status,RAG Error Menssage,¿Answer Correct?(Yes/No),RAG Time,RAG Avg Score,RAG Pages,TTS Time,Total time
Audio + Text,EGPWS Warning,Explain,N1,Yes,12/10/2025,EGPWS Warning, Explain.,0.147,0.0,"**Procedure:**

EGPWS WARNING (TERRAIN / PULL UP)

**Conditions:**

Ground proximity warning from EGPWS.

**Steps:**

1. 1. The autopilot is disconnected.

2. 2. The side stick is pulled fully back.

3. 3. Thrust is set to TOGA.

4. 4. Wings are leveled.

5. 5. Configuration is maintained until clear of terrain.

**Notes:**

Visual confirmation of terrain is not attempted before maneuvering.",EGPWS WARNING (TERRAIN / PULL UP),success,,,1.679,1.28,"[11.0, 10.0, 9.0]",0.886,2.712
Audio + Text,Windshear Escape Maneuver,What is the,N1,Yes,12/10/2025,Windshear Escape Maneuver, What is them?,0.171,0.3333,"**Procedure:**

WINDSHEAR ESCAPE MANEUVER

**Conditions:**

Encounter with windshear.

**Steps:**

1. 1. The thrust levers are set to TOGA.

2. 2. The autopilot is kept ON if appropriate.

3. 3. The SRS orders are followed.

4. 4. Configuration is not changed until out of windshear.

**Notes:**

- The priority is to avoid loss of control and maintain a safe climb.",WINDSHEAR ESCAPE MANEUVER,success,,,1.642,1.1267,"[11.0, 11.0, 9.0]",0.967,2.78
Audio + Text,Loss of Braking,Procedure for,N1,Yes,12/10/2025,Loss of Braking, Procedure for,0.186,0.0,"**Procedure:**

LOSS OF BRAKING

**Conditions:**

Loss of braking during landing or taxi.

**Steps:**

1. 1. The reversers are set to MAX.

2. 2. Brake pedals are released.

3. 3. The anti-skid and nose wheel steering are set to OFF.

4. 4. Brake pedals are pressed again.

5. 5. If braking is not restored, the parking brake is applied in short intervals.

**Notes:**

- Prolonged use of the parking brake is avoided to prevent wheel lock.",LOSS OF BRAKING,success,,,1.816,0.9667,"[10.0, 2.0, 7.0]",1.13,3.132
Audio + Text,Football,How to play,N1,No,12/10/2025,Football, had to play.,0.186,0.3333,The question does not match with the context provided.,,no_match,,,0.417,1.6767,"[8.0, 5.0, 5.0]",0.075,0.678
Audio + Text,for a fuel leak?,What is the procedure,N2,Yes,12/10/2025,for a fuel leak?, What is the procedure?,0.205,0.0,"**Procedure:**

FUEL LEAK

**Conditions:**

Indications of a fuel leak.

**Steps:**

1. The ENGINE MASTER of the affected engine is set to OFF.

2. The IDG of the affected engine is set to OFF.

3. Air Traffic Control is informed.

4. Fuel imbalance is monitored.

**Notes:**

If safety is compromised, an immediate landing is performed.",FUEL LEAK,success,,,1.486,1.0633,"[10.0, 7.0, 10.0]",1.197,2.888
Audio + Text,an emergency descent?,How do you perform,N2,Yes,12/10/2025,an emergency descent?, How do you perform?,0.182,0.0,"**Procedure:**

EMERGENCY DESCENT

**Conditions:**

Urgent need to lose altitude rapidly.

**Steps:**

1. Oxygen masks are set ON with 100% oxygen.

2. Crew communication is established.

3. Speed is set to maximum or appropriate.

4. Spoilers are set to full.

5. The selected altitude is confirmed and descent is initiated.

**Notes:**

Air Traffic Control is informed as soon as possible.",EMERGENCY DESCENT,success,,,1.639,0.9767,"[11.0, 9.0, 9.0]",0.936,2.756
Audio + Text,to an EGPWS warning?,What is the response,N2,Yes,12/10/2025,to an EGPWS warning?, What is the response?,0.188,0.0,"**Procedure:**

ECGPWS WARNING (TERRAIN / PULL UP)

**Conditions:**

Ground proximity warning from EGPWS.

**Steps:**

1. The autopilot is disconnected.

2. The side stick is pulled fully back.

3. Thrust is set to TOGA.

4. Wings are leveled.

5. Configuration is maintained until clear of terrain.

**Notes:**

Visual confirmation of terrain is not attempted before maneuvering.",ECGPWS WARNING (TERRAIN / PULL UP),success,,,1.518,1.2833,"[11.0, 10.0, 8.0]",0.999,2.705
Audio + Text,the windshear escape maneuver?,Can you explain,N2,Yes,12/10/2025,the windshear escape maneuver?, Can you explain?,0.177,0.0,"**Procedure:**

WINDSHEAR ESCAPE MANEUVER

**Conditions:**

Encounter with windshear.

**Steps:**

1. The thrust levers are set to TOGA.

2. The autopilot is kept ON if appropriate.

3. The SRS orders are followed.

4. Configuration is not changed until out of windshear.

**Notes:**

The priority is to avoid loss of control and maintain a safe climb.",WINDSHEAR ESCAPE MANEUVER,success,,,1.436,1.0733,"[11.0, 11.0, 9.0]",0.788,2.401
Audio + Text,for a loss of braking?,What are the steps to follow,N2,Yes,12/10/2025,for a loss of braking?, What are the steps to follow?,0.235,0.0,"**Procedure:**

LOSS OF BRAKING

**Conditions:**

Loss of braking during landing or taxi.

**Steps:**

1. 1. The reversers are set to MAX.

2. 2. Brake pedals are released.

3. 3. The anti-skid and nose wheel steering are set to OFF.

4. 4. Brake pedals are pressed again.

5. 5. If braking is not restored, the parking brake is applied in short intervals.

**Notes:**

_No data available_",LOSS OF BRAKING,success,,,1.631,0.96,"[10.0, 7.0, 8.0]",1.161,3.028
Audio + Text,of Spain?,Who is the current king,N2,No,12/10/2025,of Spain?, Who is the current king?,0.2,0.0,The question does not match with the context provided.,,no_match,,,0.535,1.9233,"[4.0, 8.0, 3.0]",0.073,0.809
Audio + Text,What must I do?,"I have an EGPWS PULL UP warning, but I am in the clouds.",N3,Yes,12/10/2025,What must I do?," I have an egg quiz pull up warning, but I am in the clouds.",0.336,0.1538,"**Procedure:**

EGPWS WARNING (TERRAIN / PULL UP)

**Conditions:**

Ground proximity warning from EGPWS.

**Steps:**

1. 1. The autopilot is disconnected.

2. 2. The side stick is pulled fully back.

3. 3. Thrust is set to TOGA.

4. 4. Wings are leveled.

5. 5. Configuration is maintained until clear of terrain.

**Notes:**

Visual confirmation of terrain is not attempted before maneuvering.",EGPWS WARNING (TERRAIN / PULL UP),success,,,1.675,1.4967,"[11.0, 11.0, 6.0]",0.896,2.907
Audio + Text,How do I stop the aircraft?,"After a heavy landing in bad weather, I realize I have no brakes.",N3,Yes,12/10/2025,How do I stop the aircraft?," After a heavy landing in bed, I realize I have no brakes.",0.312,0.1538,"**Procedure:**

LOSS OF BRAKING

**Conditions:**

Loss of braking during landing or taxi.

**Steps:**

1. The reversers are set to MAX.

2. Brake pedals are released.

3. The anti-skid and nose wheel steering are set to OFF.

4. Brake pedals are pressed again.

5. If braking is not restored, the parking brake is applied in short intervals.

**Notes:**

Prolonged use of the parking brake is avoided to prevent wheel lock.",LOSS OF BRAKING,success,,,1.687,1.1667,"[10.0, 9.0, 5.0]",0.957,2.956
Audio + Text,of the global economy.,Provide a detailed analysis,N3,No,12/10/2025,of the global economy., Provide a detailed analysis.,0.207,0.0,The question does not match with the context provided.,,no_match,,,0.415,1.6767,"[7.0, 4.0, 5.0]",0.076,0.698
